family_country,year,kind_adjusted,n,top_ten
AP,1997,A,1,FALSE
AP,1998,A,1,FALSE
AP,2e3,A,1,FALSE
AP,2003,A,1,FALSE
AP,2004,A,1,FALSE
AP,2008,A,2,FALSE
AP,2009,A,2,FALSE
AP,2010,A,1,FALSE
AP,2011,A,2,FALSE
AP,2012,A,2,FALSE
AP,2013,A,2,FALSE
AP,2015,A,4,FALSE
AP,2016,A,4,FALSE
AP,2017,A,2,FALSE
AR,1980,A,1,FALSE
AR,1990,A,1,FALSE
AR,1994,A,1,FALSE
AR,1998,A,2,FALSE
AR,1999,A,5,FALSE
AR,2e3,A,1,FALSE
AR,2001,A,2,FALSE
AR,2002,A,5,FALSE
AR,2003,A,2,FALSE
AR,2005,A,2,FALSE
AR,2006,A,1,FALSE
AR,2007,A,1,FALSE
AR,2008,A,1,FALSE
AR,2011,A,2,FALSE
AR,2013,A,4,FALSE
AR,2014,A,2,FALSE
AR,2015,A,2,FALSE
AR,2016,A,11,FALSE
AR,2017,A,15,FALSE
AT,1968,B,1,FALSE
AT,1972,B,1,FALSE
AT,1978,A,1,FALSE
AT,1979,B,1,FALSE
AT,1985,B,2,FALSE
AT,1986,B,1,FALSE
AT,1989,B,2,FALSE
AT,1990,B,2,FALSE
AT,1991,B,1,FALSE
AT,1992,B,8,FALSE
AT,1993,B,4,FALSE
AT,1994,B,6,FALSE
AT,1995,A,1,FALSE
AT,1995,B,6,FALSE
AT,1996,B,6,FALSE
AT,1997,B,6,FALSE
AT,1998,B,3,FALSE
AT,1999,B,2,FALSE
AT,2e3,B,6,FALSE
AT,2001,B,6,FALSE
AT,2002,A,3,FALSE
AT,2002,B,6,FALSE
AT,2003,A,2,FALSE
AT,2003,B,16,FALSE
AT,2004,B,6,FALSE
AT,2005,A,1,FALSE
AT,2005,B,7,FALSE
AT,2006,B,15,FALSE
AT,2007,B,19,FALSE
AT,2008,B,24,FALSE
AT,2009,B,22,FALSE
AT,2010,B,26,FALSE
AT,2011,B,20,FALSE
AT,2012,B,10,FALSE
AT,2014,A,1,FALSE
AT,2016,A,1,FALSE
AT,2016,U,2,FALSE
AU,1948,B,1,TRUE
AU,1974,A,1,TRUE
AU,1975,B,1,TRUE
AU,1976,A,1,TRUE
AU,1978,B,1,TRUE
AU,1979,A,8,TRUE
AU,1980,A,1,TRUE
AU,1980,B,2,TRUE
AU,1981,A,3,TRUE
AU,1982,A,1,TRUE
AU,1982,B,4,TRUE
AU,1983,A,2,TRUE
AU,1983,B,2,TRUE
AU,1984,A,1,TRUE
AU,1984,B,2,TRUE
AU,1985,A,1,TRUE
AU,1985,B,2,TRUE
AU,1986,A,2,TRUE
AU,1987,A,4,TRUE
AU,1988,A,9,TRUE
AU,1988,B,1,TRUE
AU,1989,A,6,TRUE
AU,1990,A,5,TRUE
AU,1990,B,4,TRUE
AU,1991,A,8,TRUE
AU,1991,B,3,TRUE
AU,1992,A,7,TRUE
AU,1992,B,6,TRUE
AU,1993,A,3,TRUE
AU,1993,B,3,TRUE
AU,1994,A,8,TRUE
AU,1994,B,7,TRUE
AU,1995,A,8,TRUE
AU,1995,B,2,TRUE
AU,1996,A,15,TRUE
AU,1996,B,4,TRUE
AU,1996,D,1,TRUE
AU,1997,A,10,TRUE
AU,1997,B,2,TRUE
AU,1997,D,148,TRUE
AU,1998,A,26,TRUE
AU,1998,B,9,TRUE
AU,1998,D,63,TRUE
AU,1999,A,57,TRUE
AU,1999,B,8,TRUE
AU,1999,D,5,TRUE
AU,2e3,A,40,TRUE
AU,2e3,B,5,TRUE
AU,2e3,D,1,TRUE
AU,2001,A,148,TRUE
AU,2001,B,5,TRUE
AU,2002,A,55,TRUE
AU,2002,B,7,TRUE
AU,2002,C,1,TRUE
AU,2002,D,1,TRUE
AU,2003,A,81,TRUE
AU,2003,B,7,TRUE
AU,2003,D,1,TRUE
AU,2004,A,54,TRUE
AU,2004,B,26,TRUE
AU,2005,A,33,TRUE
AU,2005,B,28,TRUE
AU,2006,A,28,TRUE
AU,2006,B,19,TRUE
AU,2007,A,28,TRUE
AU,2007,B,13,TRUE
AU,2008,A,36,TRUE
AU,2008,B,23,TRUE
AU,2009,A,23,TRUE
AU,2009,B,10,TRUE
AU,2009,C,1,TRUE
AU,2010,A,26,TRUE
AU,2010,B,14,TRUE
AU,2010,C,1,TRUE
AU,2011,A,9,TRUE
AU,2011,B,13,TRUE
AU,2011,C,1,TRUE
AU,2012,A,42,TRUE
AU,2012,B,14,TRUE
AU,2013,A,60,TRUE
AU,2013,B,12,TRUE
AU,2014,A,52,TRUE
AU,2014,B,33,TRUE
AU,2014,C,2,TRUE
AU,2015,A,92,TRUE
AU,2015,B,29,TRUE
AU,2016,A,138,TRUE
AU,2016,B,63,TRUE
AU,2016,C,1,TRUE
AU,2017,A,165,TRUE
AU,2017,B,76,TRUE
BE,1960,A,1,FALSE
BE,1962,A,2,FALSE
BE,1964,A,1,FALSE
BE,1966,A,1,FALSE
BE,1968,A,2,FALSE
BE,1975,A,2,FALSE
BE,1978,A,1,FALSE
BE,1986,A,1,FALSE
BE,1987,A,1,FALSE
BE,1994,A,1,FALSE
BE,2017,B,1,FALSE
BE,NA,A,1,FALSE
BG,1982,A,1,FALSE
BG,1989,A,3,FALSE
BG,1993,A,1,FALSE
BG,1998,A,2,FALSE
BG,1999,A,1,FALSE
BG,2001,B,1,FALSE
BG,2002,B,1,FALSE
BG,2003,A,2,FALSE
BG,2003,B,1,FALSE
BG,2005,B,1,FALSE
BG,2017,A,1,FALSE
BG,2017,U,1,FALSE
BR,1975,D,2,FALSE
BR,1978,A,5,FALSE
BR,1979,A,3,FALSE
BR,1980,A,1,FALSE
BR,1981,A,3,FALSE
BR,1983,A,1,FALSE
BR,1984,A,1,FALSE
BR,1985,A,1,FALSE
BR,1986,A,1,FALSE
BR,1987,A,1,FALSE
BR,1988,A,1,FALSE
BR,1989,A,1,FALSE
BR,1991,A,1,FALSE
BR,1993,A,1,FALSE
BR,1995,A,2,FALSE
BR,1997,A,3,FALSE
BR,1998,A,1,FALSE
BR,1999,A,5,FALSE
BR,2e3,A,11,FALSE
BR,2001,A,6,FALSE
BR,2002,A,5,FALSE
BR,2003,A,3,FALSE
BR,2004,A,2,FALSE
BR,2006,A,5,FALSE
BR,2007,A,6,FALSE
BR,2008,A,3,FALSE
BR,2009,A,2,FALSE
BR,2009,B,3,FALSE
BR,2010,A,1,FALSE
BR,2011,A,18,FALSE
BR,2012,A,3,FALSE
BR,2012,B,3,FALSE
BR,2013,A,1,FALSE
BR,2014,A,4,FALSE
BR,2015,A,19,FALSE
BR,2015,B,1,FALSE
BR,2016,A,54,FALSE
BR,2017,A,15,FALSE
BR,2017,B,1,FALSE
CA,1975,A,3,TRUE
CA,1976,A,1,TRUE
CA,1977,A,2,TRUE
CA,1979,A,1,TRUE
CA,1980,A,4,TRUE
CA,1981,A,6,TRUE
CA,1982,A,6,TRUE
CA,1983,A,8,TRUE
CA,1985,A,3,TRUE
CA,1986,A,2,TRUE
CA,1988,A,3,TRUE
CA,1989,A,3,TRUE
CA,1990,A,10,TRUE
CA,1991,A,6,TRUE
CA,1991,C,7,TRUE
CA,1992,A,10,TRUE
CA,1992,C,6,TRUE
CA,1993,A,2,TRUE
CA,1993,C,3,TRUE
CA,1994,A,5,TRUE
CA,1994,C,5,TRUE
CA,1995,A,7,TRUE
CA,1995,C,3,TRUE
CA,1996,A,13,TRUE
CA,1997,A,8,TRUE
CA,1998,A,23,TRUE
CA,1998,C,1,TRUE
CA,1999,A,59,TRUE
CA,1999,C,2,TRUE
CA,2e3,A,30,TRUE
CA,2e3,C,5,TRUE
CA,2001,A,94,TRUE
CA,2001,C,2,TRUE
CA,2002,A,35,TRUE
CA,2002,C,3,TRUE
CA,2003,A,41,TRUE
CA,2003,C,3,TRUE
CA,2004,A,26,TRUE
CA,2004,C,4,TRUE
CA,2005,A,28,TRUE
CA,2005,C,7,TRUE
CA,2006,A,41,TRUE
CA,2006,C,12,TRUE
CA,2007,A,42,TRUE
CA,2007,C,5,TRUE
CA,2007,S,1,TRUE
CA,2008,A,24,TRUE
CA,2008,C,11,TRUE
CA,2009,A,22,TRUE
CA,2009,C,18,TRUE
CA,2010,A,30,TRUE
CA,2010,C,16,TRUE
CA,2011,A,65,TRUE
CA,2011,C,12,TRUE
CA,2012,A,80,TRUE
CA,2012,C,7,TRUE
CA,2013,A,62,TRUE
CA,2013,C,13,TRUE
CA,2013,S,2,TRUE
CA,2014,A,108,TRUE
CA,2014,C,21,TRUE
CA,2015,A,135,TRUE
CA,2015,C,18,TRUE
CA,2016,A,156,TRUE
CA,2016,C,29,TRUE
CA,2016,S,1,TRUE
CA,2017,A,54,TRUE
CA,2017,C,44,TRUE
CA,2017,S,8,TRUE
CH,1963,A,1,FALSE
CH,1964,A,1,FALSE
CH,1965,A,1,FALSE
CH,1966,A,2,FALSE
CH,1967,A,1,FALSE
CH,1968,A,1,FALSE
CH,1978,A,1,FALSE
CH,1994,A,1,FALSE
CH,2004,A,1,FALSE
CH,2014,A,2,FALSE
CH,2015,A,1,FALSE
CH,2016,A,2,FALSE
CH,2017,A,3,FALSE
CL,2013,A,1,FALSE
CL,2014,A,1,FALSE
CL,2015,A,3,FALSE
CL,2016,A,3,FALSE
CL,2017,A,2,FALSE
CN,1986,A,1,TRUE
CN,1987,A,1,TRUE
CN,1988,A,2,TRUE
CN,1989,B,1,TRUE
CN,1990,A,1,TRUE
CN,1990,B,1,TRUE
CN,1993,C,1,TRUE
CN,1994,A,2,TRUE
CN,1995,A,2,TRUE
CN,1997,A,3,TRUE
CN,1998,A,3,TRUE
CN,1999,A,7,TRUE
CN,1999,C,3,TRUE
CN,2e3,A,3,TRUE
CN,2001,A,11,TRUE
CN,2001,C,2,TRUE
CN,2002,A,3,TRUE
CN,2002,C,1,TRUE
CN,2003,A,10,TRUE
CN,2003,C,6,TRUE
CN,2004,A,14,TRUE
CN,2004,C,5,TRUE
CN,2005,A,35,TRUE
CN,2005,C,6,TRUE
CN,2006,A,23,TRUE
CN,2006,C,4,TRUE
CN,2007,A,29,TRUE
CN,2007,C,15,TRUE
CN,2008,A,34,TRUE
CN,2008,C,7,TRUE
CN,2009,A,93,TRUE
CN,2009,C,15,TRUE
CN,2010,A,95,TRUE
CN,2010,B,15,TRUE
CN,2010,C,1,TRUE
CN,2011,A,100,TRUE
CN,2011,B,35,TRUE
CN,2012,A,109,TRUE
CN,2012,B,82,TRUE
CN,2012,U,2,TRUE
CN,2013,A,107,TRUE
CN,2013,B,94,TRUE
CN,2013,U,2,TRUE
CN,2014,A,74,TRUE
CN,2014,B,44,TRUE
CN,2014,U,9,TRUE
CN,2015,A,159,TRUE
CN,2015,B,85,TRUE
CN,2015,U,22,TRUE
CN,2016,A,226,TRUE
CN,2016,B,74,TRUE
CN,2016,U,25,TRUE
CN,2017,A,450,TRUE
CN,2017,B,78,TRUE
CN,2017,U,9,TRUE
CO,2001,A,2,FALSE
CO,2010,A,1,FALSE
CO,2011,A,1,FALSE
CO,2013,A,1,FALSE
CO,2015,A,1,FALSE
CR,2007,A,1,FALSE
CR,2008,A,2,FALSE
CR,2009,A,2,FALSE
CR,2013,A,1,FALSE
CR,2014,A,1,FALSE
CR,2016,A,1,FALSE
CS,1988,A,1,FALSE
CU,2012,A,1,FALSE
CU,2014,B,1,FALSE
CY,1994,A,1,FALSE
CY,2014,B,3,FALSE
CY,2015,B,2,FALSE
CY,2016,B,1,FALSE
CY,2017,B,3,FALSE
CZ,1996,B,1,FALSE
CZ,1997,A,1,FALSE
CZ,1998,A,2,FALSE
CZ,1999,A,2,FALSE
CZ,2e3,A,2,FALSE
CZ,2001,A,3,FALSE
CZ,2002,B,1,FALSE
CZ,2003,A,1,FALSE
CZ,2003,B,3,FALSE
CZ,2004,B,2,FALSE
CZ,2005,B,1,FALSE
CZ,2009,B,1,FALSE
CZ,2014,A,1,FALSE
CZ,2014,B,1,FALSE
CZ,2015,U,1,FALSE
CZ,2016,A,1,FALSE
CZ,2016,B,1,FALSE
CZ,2016,U,3,FALSE
CZ,2017,U,1,FALSE
DD,1985,A,1,FALSE
DD,1986,A,1,FALSE
DD,1990,A,1,FALSE
DE,1951,C,1,TRUE
DE,1964,B,2,TRUE
DE,1965,B,1,TRUE
DE,1966,B,1,TRUE
DE,1968,A,1,TRUE
DE,1969,A,3,TRUE
DE,1969,B,1,TRUE
DE,1970,A,6,TRUE
DE,1970,B,1,TRUE
DE,1971,A,4,TRUE
DE,1972,A,1,TRUE
DE,1973,A,2,TRUE
DE,1973,B,1,TRUE
DE,1974,A,3,TRUE
DE,1974,B,1,TRUE
DE,1974,C,2,TRUE
DE,1975,A,2,TRUE
DE,1976,A,1,TRUE
DE,1976,B,2,TRUE
DE,1977,A,1,TRUE
DE,1978,A,8,TRUE
DE,1978,B,1,TRUE
DE,1979,A,5,TRUE
DE,1979,B,3,TRUE
DE,1979,C,2,TRUE
DE,1980,A,3,TRUE
DE,1980,B,1,TRUE
DE,1980,C,1,TRUE
DE,1981,A,2,TRUE
DE,1981,B,1,TRUE
DE,1981,C,1,TRUE
DE,1981,U,1,TRUE
DE,1982,A,2,TRUE
DE,1982,C,2,TRUE
DE,1982,D,3,TRUE
DE,1983,A,5,TRUE
DE,1983,D,1,TRUE
DE,1984,C,3,TRUE
DE,1984,D,1,TRUE
DE,1985,A,7,TRUE
DE,1985,C,6,TRUE
DE,1985,D,4,TRUE
DE,1986,A,5,TRUE
DE,1986,C,2,TRUE
DE,1986,D,2,TRUE
DE,1987,A,4,TRUE
DE,1987,C,2,TRUE
DE,1988,A,3,TRUE
DE,1988,C,2,TRUE
DE,1988,D,3,TRUE
DE,1989,C,4,TRUE
DE,1989,D,3,TRUE
DE,1990,A,4,TRUE
DE,1990,C,1,TRUE
DE,1990,D,4,TRUE
DE,1991,A,1,TRUE
DE,1991,C,2,TRUE
DE,1991,D,6,TRUE
DE,1992,B,3,TRUE
DE,1992,C,5,TRUE
DE,1992,D,8,TRUE
DE,1993,A,2,TRUE
DE,1993,B,4,TRUE
DE,1993,C,3,TRUE
DE,1993,D,8,TRUE
DE,1993,U,1,TRUE
DE,1994,A,3,TRUE
DE,1994,B,9,TRUE
DE,1994,C,3,TRUE
DE,1994,D,12,TRUE
DE,1995,A,3,TRUE
DE,1995,B,7,TRUE
DE,1995,D,6,TRUE
